STATION,DATE,MXSD,TPCP,TSNW,EMXT,EMNT,MNTM
GHCND:USW00024018,19531101,76,117,137,206,-139,38
GHCND:USW00024018,19531201,51,68,100,117,-156,-24
GHCND:USW00024018,19540101,25,54,73,172,-222,2
GHCND:USW00024018,19540201,25,21,25,194,-133,38
GHCND:USW00024018,19540301,229,645,574,167,-244,-24
GHCND:USW00024018,19540401,127,102,124,233,-61,80
GHCND:USW00024018,19540501,102,371,51,317,-83,104
GHCND:USW00024018,19540601,0,347,0,378,-22,168
GHCND:USW00024018,19540701,0,306,0,361,72,221
GHCND:USW00024018,19540801,0,351,0,339,94,201
GHCND:USW00024018,19540901,0,275,56,311,-11,163
GHCND:USW00024018,19541001,0,40,13,267,-83,86
GHCND:USW00024018,19541101,76,71,74,228,-144,45
GHCND:USW00024018,19541201,51,50,78,156,-189,3
GHCND:USW00024018,19550101,152,73,180,111,-178,-40
GHCND:USW00024018,19550201,102,148,154,122,-217,-49
GHCND:USW00024018,19550301,76,144,223,161,-217,-15
GHCND:USW00024018,19550401,330,294,421,256,-128,60
GHCND:USW00024018,19550501,0,577,3,261,-11,118
GHCND:USW00024018,19550601,0,1353,38,306,17,145
GHCND:USW00024018,19550701,0,238,15,350,89,214
GHCND:USW00024018,19550801,0,307,0,328,61,206
GHCND:USW00024018,19550901,0,355,0,322,-11,148
GHCND:USW00024018,19551001,0,46,13,261,-72,97
GHCND:USW00024018,19551101,178,312,348,178,-228,-10
GHCND:USW00024018,19551201,102,83,98,161,-189,-5
GHCND:USW00024018,19560101,127,179,220,167,-217,-17
GHCND:USW00024018,19560201,76,118,206,128,-233,-52
GHCND:USW00024018,19560301,76,61,101,211,-228,6
GHCND:USW00024018,19560401,0,335,19,206,-111,42
GHCND:USW00024018,19560501,0,650,15,267,0,126
GHCND:USW00024018,19560601,0,251,0,344,56,195
GHCND:USW00024018,19560701,0,363,0,322,67,197
GHCND:USW00024018,19560801,0,440,0,311,33,182
GHCND:USW00024018,19560901,0,37,0,311,17,161
GHCND:USW00024018,19561001,0,40,0,278,-50,102
GHCND:USW00024018,19561101,203,323,353,178,-161,-1
GHCND:USW00024018,19561201,76,105,102,139,-150,4
GHCND:USW00024018,19570101,102,173,196,89,-261,-63
GHCND:USW00024018,19570201,76,21,26,150,-139,16
GHCND:USW00024018,19570301,152,254,271,144,-183,7
GHCND:USW00024018,19570401,330,717,555,200,-150,27
GHCND:USW00024018,19570501,152,1358,196,233,-17,89
GHCND:USW00024018,19570601,0,512,0,322,33,157
GHCND:USW00024018,19570701,0,617,0,333,78,206
GHCND:USW00024018,19570801,0,742,0,317,67,196
GHCND:USW00024018,19570901,0,144,0,283,-22,130
GHCND:USW00024018,19571001,25,345,13,267,-67,83
GHCND:USW00024018,19571101,102,147,204,150,-161,-12
GHCND:USW00024018,19571201,25,25,26,161,-139,17
GHCND:USW00024018,19580101,25,15,15,144,-178,-12
GHCND:USW00024018,19580201,25,128,158,194,-150,5
GHCND:USW00024018,19580301,178,529,454,133,-222,-36
GHCND:USW00024018,19580401,51,286,157,239,-78,38
GHCND:USW00024018,19580501,0,756,0,294,-17,138
GHCND:USW00024018,19580601,0,454,0,322,17,171
GHCND:USW00024018,19580701,0,981,0,322,67,181
GHCND:USW00024018,19580801,0,344,0,333,61,204
GHCND:USW00024018,19580901,0,232,0,306,-11,148
GHCND:USW00024018,19581001,0,51,0,272,-39,98
GHCND:USW00024018,19581101,51,115,136,206,-194,24
GHCND:USW00024018,19581201,254,324,541,144,-178,-7
GHCND:USW00024018,19590101,51,132,185,156,-306,-32
GHCND:USW00024018,19590201,51,78,111,94,-206,-33
GHCND:USW00024018,19590301,152,279,365,139,-128,-5
GHCND:USW00024018,19590401,203,392,354,256,-194,40
GHCND:USW00024018,19590501,0,1058,34,272,-11,103
GHCND:USW00024018,19590601,0,182,0,322,17,185
GHCND:USW00024018,19590701,0,204,0,339,61,201
GHCND:USW00024018,19590801,0,197,0,350,89,206
GHCND:USW00024018,19590901,25,409,94,322,-56,132
GHCND:USW00024018,19591001,76,351,231,233,-111,61
GHCND:USW00024018,19591101,51,42,96,178,-222,6
GHCND:USW00024018,19591201,0,8,10,178,-139,6
GHCND:USW00024018,19600101,51,44,72,161,-200,-36
GHCND:USW00024018,19600201,76,126,224,94,-283,-67
GHCND:USW00024018,19600301,127,79,95,211,-239,7
GHCND:USW00024018,19600401,152,209,143,278,-61,82
GHCND:USW00024018,19600501,0,245,0,294,0,132
GHCND:USW00024018,19600601,0,346,0,322,33,180
GHCND:USW00024018,19600701,0,239,0,356,100,215
GHCND:USW00024018,19600801,0,177,0,350,56,204
GHCND:USW00024018,19600901,0,167,0,339,17,162
GHCND:USW00024018,19601001,0,282,0,261,-56,93
GHCND:USW00024018,19601101,51,109,147,194,-133,20
GHCND:USW00024018,19601201,102,72,133,167,-161,-29
GHCND:USW00024018,19610101,25,16,30,139,-289,-17
GHCND:USW00024018,19610201,51,95,97,189,-161,-1
GHCND:USW00024018,19610301,203,529,589,167,-161,-2
GHCND:USW00024018,19610401,76,213,199,250,-78,48
GHCND:USW00024018,19610501,203,743,292,278,-11,115
GHCND:USW00024018,19610601,0,740,0,333,67,182
GHCND:USW00024018,19610701,0,388,0,333,83,206
GHCND:USW00024018,19610801,0,795,0,344,94,200
GHCND:USW00024018,19610901,0,551,21,289,-33,108
GHCND:USW00024018,19611001,76,142,91,250,-83,71
GHCND:USW00024018,19611101,76,90,89,172,-128,1
GHCND:USW00024018,19611201,25,24,39,117,-272,-48
GHCND:USW00024018,19620101,178,171,330,133,-300,-72
GHCND:USW00024018,19620201,152,143,276,217,-311,-27
GHCND:USW00024018,19620301,102,99,140,178,-156,-17
GHCND:USW00024018,19620401,76,138,64,261,-94,75
GHCND:USW00024018,19620501,0,694,0,289,-11,128
GHCND:USW00024018,19620601,0,719,0,306,11,155
GHCND:USW00024018,19620701,0,1022,0,311,67,187
GHCND:USW00024018,19620801,0,103,0,344,44,196
GHCND:USW00024018,19620901,0,330,0,300,-56,150
GHCND:USW00024018,19621001,0,158,0,261,-33,106
GHCND:USW00024018,19621101,102,85,96,194,-122,43
GHCND:USW00024018,19621201,76,63,88,189,-233,-3
GHCND:USW00024018,19630101,76,130,227,111,-328,-85
GHCND:USW00024018,19630201,51,44,80,172,-206,5
GHCND:USW00024018,19630301,152,189,300,222,-228,-1
GHCND:USW00024018,19630401,25,423,82,239,-67,65
GHCND:USW00024018,19630501,0,290,0,272,-6,132
GHCND:USW00024018,19630601,0,722,0,344,61,178
GHCND:USW00024018,19630701,0,197,0,350,111,226
GHCND:USW00024018,19630801,0,579,0,339,83,202
GHCND:USW00024018,19630901,0,833,0,300,50,173
GHCND:USW00024018,19631001,0,270,0,278,-61,125
GHCND:USW00024018,19631101,0,5,3,194,-94,44
GHCND:USW00024018,19631201,51,107,152,139,-239,-28
GHCND:USW00024018,19640101,0,8,26,128,-211,-33
GHCND:USW00024018,19640201,51,62,84,111,-178,-54
GHCND:USW00024018,19640301,76,150,177,189,-156,-26
GHCND:USW00024018,19640401,102,331,181,228,-72,49
GHCND:USW00024018,19640501,0,213,13,300,-17,125
GHCND:USW00024018,19640601,0,256,0,317,11,158
GHCND:USW00024018,19640701,0,254,0,328,72,216
GHCND:USW00024018,19640801,0,72,0,317,39,180
GHCND:USW00024018,19640901,0,83,0,294,-28,138
GHCND:USW00024018,19641001,0,8,0,250,-67,93
GHCND:USW00024018,19641101,25,37,52,200,-100,19
GHCND:USW00024018,19641201,25,42,41,144,-311,-14
GHCND:USW00024018,19650101,102,145,216,150,-139,0
GHCND:USW00024018,19650201,76,68,140,133,-211,-34
GHCND:USW00024018,19650301,76,195,256,167,-233,-55
GHCND:USW00024018,19650401,51,145,64,244,-28,76
GHCND:USW00024018,19650501,25,791,35,256,-17,104
GHCND:USW00024018,19650601,0,1025,0,289,39,152
GHCND:USW00024018,19650701,0,227,0,322,94,201
GHCND:USW00024018,19650801,0,392,0,322,50,182
GHCND:USW00024018,19650901,0,338,52,256,-50,98
GHCND:USW00024018,19651001,0,190,0,261,-17,111
GHCND:USW00024018,19651101,0,0,0,211,-83,52
GHCND:USW00024018,19651201,51,56,62,172,-222,0
GHCND:USW00024018,19660101,25,28,33,161,-283,-35
GHCND:USW00024018,19660201,51,56,69,122,-183,-29
GHCND:USW00024018,19660301,0,31,29,211,-150,31
GHCND:USW00024018,19660401,51,123,92,233,-189,42
GHCND:USW00024018,19660501,0,53,0,311,-33,131
GHCND:USW00024018,19660601,0,496,0,322,33,164
GHCND:USW00024018,19660701,0,859,0,350,111,236
GHCND:USW00024018,19660801,0,708,0,333,39,190
GHCND:USW00024018,19660901,0,540,0,294,6,155
GHCND:USW00024018,19661001,51,173,114,239,-83,87
GHCND:USW00024018,19661101,25,74,59,189,-150,37
GHCND:USW00024018,19661201,25,21,21,139,-150,-6
GHCND:USW00024018,19670101,127,115,138,133,-161,-4
GHCND:USW00024018,19670201,102,139,205,161,-133,-5
GHCND:USW00024018,19670301,25,195,87,228,-167,39
GHCND:USW00024018,19670401,152,547,405,228,-67,67
GHCND:USW00024018,19670501,25,1027,279,283,-61,95
GHCND:USW00024018,19670601,0,669,0,294,50,143
GHCND:USW00024018,19670701,0,433,0,317,94,196
GHCND:USW00024018,19670801,0,252,0,333,67,189
GHCND:USW00024018,19670901,0,223,0,294,6,147
GHCND:USW00024018,19671001,0,117,10,283,-83,96
GHCND:USW00024018,19671101,25,81,91,194,-183,17
GHCND:USW00024018,19671201,51,119,124,106,-261,-53
GHCND:USW00024018,19680101,51,11,5,161,-256,-18
GHCND:USW00024018,19680201,25,77,64,122,-133,3
GHCND:USW00024018,19680301,51,79,71,206,-139,33
GHCND:USW00024018,19680401,178,596,391,206,-128,38
GHCND:USW00024018,19680501,25,899,56,267,-17,95
GHCND:USW00024018,19680601,0,221,0,333,50,170
GHCND:USW00024018,19680701,0,319,0,339,39,201
GHCND:USW00024018,19680801,0,308,0,333,50,181
GHCND:USW00024018,19680901,0,51,0,306,11,142
GHCND:USW00024018,19681001,0,219,13,261,-67,95
GHCND:USW00024018,19681101,127,180,153,172,-139,11
GHCND:USW00024018,19681201,127,71,139,156,-250,-22
GHCND:USW00024018,19690101,25,60,77,144,-194,-3
GHCND:USW00024018,19690201,76,63,119,139,-128,0
GHCND:USW00024018,19690301,51,69,74,217,-228,-19
GHCND:USW00024018,19690401,0,209,76,233,-44,89
GHCND:USW00024018,19690501,0,451,0,322,11,131
GHCND:USW00024018,19690601,0,686,0,328,11,139
GHCND:USW00024018,19690701,0,148,0,344,89,219
GHCND:USW00024018,19690801,0,251,0,356,89,215
GHCND:USW00024018,19690901,0,214,0,294,44,162
GHCND:USW00024018,19691001,152,518,542,239,-139,28
GHCND:USW00024018,19691101,25,60,46,178,-144,24
GHCND:USW00024018,19691201,25,53,60,161,-194,-4
GHCND:USW00024018,19700101,25,25,30,156,-217,-18
GHCND:USW00024018,19700201,25,10,38,156,-117,14
GHCND:USW00024018,19700301,152,335,494,156,-150,-17
GHCND:USW00024018,19700401,229,216,211,222,-161,32
GHCND:USW00024018,19700501,0,796,0,278,-39,124
GHCND:USW00024018,19700601,0,616,0,339,28,160
GHCND:USW00024018,19700701,0,208,0,333,72,208
GHCND:USW00024018,19700801,0,36,0,333,89,215
GHCND:USW00024018,19700901,0,280,0,306,-6,128
GHCND:USW00024018,19701001,152,330,280,261,-94,51
GHCND:USW00024018,19701101,51,77,121,150,-178,20
GHCND:USW00024018,19701201,51,78,124,139,-178,-17
GHCND:USW00024018,19710101,178,130,219,156,-261,-13
GHCND:USW00024018,19710201,76,158,236,133,-256,-35
GHCND:USW00024018,19710301,203,275,386,211,-178,2
GHCND:USW00024018,19710401,152,715,331,211,-89,50
GHCND:USW00024018,19710501,0,606,31,228,-17,96
GHCND:USW00024018,19710601,0,246,0,333,44,174
GHCND:USW00024018,19710701,0,276,0,350,50,186
GHCND:USW00024018,19710801,0,359,0,328,78,204
GHCND:USW00024018,19710901,102,448,188,300,-44,117
GHCND:USW00024018,19711001,127,295,206,244,-122,68
GHCND:USW00024018,19711101,0,13,23,211,-111,22
GHCND:USW00024018,19711201,25,18,36,144,-189,-16
GHCND:USW00024018,19720101,102,92,188,111,-283,-37
GHCND:USW00024018,19720201,0,5,10,178,-222,7
GHCND:USW00024018,19720301,102,201,269,211,-167,40
GHCND:USW00024018,19720401,76,205,216,206,-78,58
GHCND:USW00024018,19720501,0,702,8,261,-28,107
GHCND:USW00024018,19720601,0,435,0,278,67,173
GHCND:USW00024018,19720701,0,344,0,339,50,179
GHCND:USW00024018,19720801,0,467,0,328,44,181
GHCND:USW00024018,19720901,0,257,0,272,-11,136
GHCND:USW00024018,19721001,102,108,127,250,-117,75
GHCND:USW00024018,19721101,102,152,225,128,-189,-14
GHCND:USW00024018,19721201,127,102,192,122,-311,-61
GHCND:USW00024018,19730101,51,60,117,139,-250,-46
GHCND:USW00024018,19730201,25,18,15,122,-228,-13
GHCND:USW00024018,19730301,381,469,687,122,-94,-1
GHCND:USW00024018,19730401,102,446,327,183,-128,29
GHCND:USW00024018,19730501,25,79,30,272,-33,108
GHCND:USW00024018,19730601,0,304,0,328,17,172
GHCND:USW00024018,19730701,0,1274,0,367,78,188
GHCND:USW00024018,19730801,0,69,0,317,83,202
GHCND:USW00024018,19730901,0,1148,0,261,-6,123
GHCND:USW00024018,19731001,0,15,13,244,-33,96
GHCND:USW00024018,19731101,330,319,441,161,-100,18
GHCND:USW00024018,19731201,152,269,352,178,-211,-15
GHCND:USW00024018,19740101,178,122,127,167,-283,-44
GHCND:USW00024018,19740201,0,8,20,139,-139,-1
GHCND:USW00024018,19740301,152,316,414,189,-172,28
GHCND:USW00024018,19740401,76,126,203,239,-56,63
GHCND:USW00024018,19740501,0,29,0,289,0,128
GHCND:USW00024018,19740601,0,715,0,317,50,178
GHCND:USW00024018,19740701,0,361,0,317,100,212
GHCND:USW00024018,19740801,0,328,0,311,67,184
GHCND:USW00024018,19740901,25,128,48,306,-17,129
GHCND:USW00024018,19741001,25,232,36,256,-33,90
GHCND:USW00024018,19741101,25,124,61,178,-161,20
GHCND:USW00024018,19741201,25,26,39,128,-200,-30
GHCND:USW00024018,19750101,51,103,148,111,-222,-36
GHCND:USW00024018,19750201,51,44,109,122,-222,-39
GHCND:USW00024018,19750301,203,299,356,167,-206,-10
GHCND:USW00024018,19750401,152,121,138,244,-222,30
GHCND:USW00024018,19750501,0,575,20,261,-50,91
GHCND:USW00024018,19750601,0,379,0,294,17,144
GHCND:USW00024018,19750701,0,665,0,311,56,196
GHCND:USW00024018,19750801,0,101,0,322,22,190
GHCND:USW00024018,19750901,0,132,15,294,-11,133
GHCND:USW00024018,19751001,127,125,141,256,-128,89
GHCND:USW00024018,19751101,76,50,119,206,-211,12
GHCND:USW00024018,19751201,76,133,214,178,-200,3
GHCND:USW00024018,19760101,178,82,154,133,-222,-29
GHCND:USW00024018,19760201,102,180,215,150,-211,5
GHCND:USW00024018,19760301,203,82,229,161,-200,-6
GHCND:USW00024018,19760401,76,455,171,211,-39,60
GHCND:USW00024018,19760501,0,526,0,283,-11,106
GHCND:USW00024018,19760601,0,173,0,300,33,154
GHCND:USW00024018,19760701,0,607,0,344,83,207
GHCND:USW00024018,19760801,0,357,0,306,50,183
GHCND:USW00024018,19760901,0,196,0,311,-11,143
GHCND:USW00024018,19761001,0,38,38,250,-106,63
GHCND:USW00024018,19761101,25,71,89,200,-250,8
GHCND:USW00024018,19761201,25,27,33,178,-183,-8
GHCND:USW00024018,19770101,51,36,65,94,-244,-53
GHCND:USW00024018,19770201,0,20,21,156,-133,5
GHCND:USW00024018,19770301,203,309,330,178,-128,0
GHCND:USW00024018,19770401,152,473,178,239,-111,70
GHCND:USW00024018,19770501,0,637,0,250,11,119
GHCND:USW00024018,19770601,0,620,0,317,72,185
GHCND:USW00024018,19770701,0,888,0,339,72,201
GHCND:USW00024018,19770801,0,271,0,306,67,175
GHCND:USW00024018,19770901,0,49,0,311,22,159
GHCND:USW00024018,19771001,0,21,10,250,-94,90
GHCND:USW00024018,19771101,51,89,110,194,-172,14
GHCND:USW00024018,19771201,76,62,144,122,-222,-17
GHCND:USW00024018,19780101,102,148,177,72,-194,-55
GHCND:USW00024018,19780201,76,199,306,117,-206,-39
GHCND:USW00024018,19780301,76,90,64,217,-200,32
GHCND:USW00024018,19780401,0,132,25,217,-44,66
GHCND:USW00024018,19780501,305,1014,465,283,-50,94
GHCND:USW00024018,19780601,0,161,0,306,17,161
GHCND:USW00024018,19780701,0,251,0,339,67,204
GHCND:USW00024018,19780801,0,350,0,311,44,179
GHCND:USW00024018,19780901,0,31,3,328,-22,153
GHCND:USW00024018,19781001,25,127,51,244,-39,88
GHCND:USW00024018,19781101,127,115,237,194,-122,8
GHCND:USW00024018,19781201,178,138,448,83,-267,-61
GHCND:USW00024018,19790101,102,69,171,67,-272,-82
GHCND:USW00024018,19790201,76,36,55,189,-178,-3
GHCND:USW00024018,19790301,279,343,537,167,-100,22
GHCND:USW00024018,19790401,51,197,101,239,-67,72
GHCND:USW00024018,19790501,127,738,358,256,-44,99
GHCND:USW00024018,19790601,0,844,0,306,17,164
GHCND:USW00024018,19790701,0,464,0,328,94,210
GHCND:USW00024018,19790801,0,476,0,356,72,188
GHCND:USW00024018,19790901,0,83,0,328,22,171
GHCND:USW00024018,19791001,102,117,92,272,-83,98
GHCND:USW00024018,19791101,660,631,790,189,-161,-14
GHCND:USW00024018,19791201,432,382,397,144,-178,5
GHCND:USW00024018,19800101,584,688,901,128,-272,-54
GHCND:USW00024018,19800201,229,186,272,156,-200,-15
GHCND:USW00024018,19800301,203,344,452,144,-217,6
GHCND:USW00024018,19800401,102,238,87,261,-106,57
GHCND:USW00024018,19800501,25,608,97,244,6,106
GHCND:USW00024018,19800601,0,18,0,339,50,186
GHCND:USW00024018,19800701,0,507,0,350,106,219
GHCND:USW00024018,19800801,0,396,0,350,56,191
GHCND:USW00024018,19800901,0,247,0,311,11,157
GHCND:USW00024018,19801001,0,130,28,256,-83,82
GHCND:USW00024018,19801101,76,118,160,217,-156,27
GHCND:USW00024018,19801201,51,21,54,189,-133,36
GHCND:USW00024018,19810101,51,76,86,183,-139,8
GHCND:USW00024018,19810201,51,52,73,183,-267,1
GHCND:USW00024018,19810301,51,177,227,178,-94,26
GHCND:USW00024018,19810401,51,186,51,278,-67,100
GHCND:USW00024018,19810501,0,1440,22,256,6,103
GHCND:USW00024018,19810601,0,422,0,333,22,176
GHCND:USW00024018,19810701,0,725,0,350,94,205
GHCND:USW00024018,19810801,0,739,0,317,83,184
GHCND:USW00024018,19810901,0,80,0,289,28,162
GHCND:USW00024018,19811001,102,217,118,261,-100,78
GHCND:USW00024018,19811101,25,23,21,206,-122,48
GHCND:USW00024018,19811201,51,116,148,178,-172,-7
GHCND:USW00024018,19820101,51,105,144,189,-233,-36
GHCND:USW00024018,19820201,25,49,62,183,-317,-21
GHCND:USW00024018,19820301,25,45,45,167,-183,23
GHCND:USW00024018,19820401,25,134,50,228,-100,54
GHCND:USW00024018,19820501,0,905,101,267,-39,103
GHCND:USW00024018,19820601,0,1150,0,294,22,142
GHCND:USW00024018,19820701,0,689,0,344,78,198
GHCND:USW00024018,19820801,0,461,0,311,89,206
GHCND:USW00024018,19820901,0,731,0,306,11,137
GHCND:USW00024018,19821001,152,304,309,222,-72,73
GHCND:USW00024018,19821101,102,111,202,178,-189,-3
GHCND:USW00024018,19821201,127,212,333,144,-161,-21
GHCND:USW00024018,19830101,25,6,3,139,-111,4
GHCND:USW00024018,19830201,0,0,0,172,-161,8
GHCND:USW00024018,19830301,254,752,812,167,-156,0
GHCND:USW00024018,19830401,330,1130,652,189,-172,15
GHCND:USW00024018,19830501,127,585,256,261,-78,85
GHCND:USW00024018,19830601,0,714,0,283,28,141
GHCND:USW00024018,19830701,0,538,0,328,72,199
GHCND:USW00024018,19830801,0,496,0,317,111,212
GHCND:USW00024018,19830901,0,199,0,317,-67,150
GHCND:USW00024018,19831001,0,124,5,267,-44,92
GHCND:USW00024018,19831101,356,594,689,200,-256,2
GHCND:USW00024018,19831201,203,120,181,61,-333,-94
GHCND:USW00024018,19840101,127,137,199,128,-339,-43
GHCND:USW00024018,19840201,127,213,308,128,-189,-20
GHCND:USW00024018,19840301,102,326,330,150,-133,2
GHCND:USW00024018,19840401,381,944,808,222,-117,21
GHCND:USW00024018,19840501,0,199,0,300,-22,120
GHCND:USW00024018,19840601,0,617,0,300,6,152
GHCND:USW00024018,19840701,0,655,0,322,83,202
GHCND:USW00024018,19840801,0,722,0,294,61,192
GHCND:USW00024018,19840901,25,167,40,306,-83,116
GHCND:USW00024018,19841001,76,394,97,217,-106,44
GHCND:USW00024018,19841101,25,28,38,189,-122,17
GHCND:USW00024018,19841201,102,87,142,144,-200,-28
GHCND:USW00024018,19850101,152,169,250,89,-289,-69
GHCND:USW00024018,19850201,25,49,48,117,-317,-48
GHCND:USW00024018,19850301,51,92,91,206,-156,18
GHCND:USW00024018,19850401,25,281,67,244,-83,75
GHCND:USW00024018,19850501,0,267,10,261,-6,124
GHCND:USW00024018,19850601,0,405,0,322,6,161
GHCND:USW00024018,19850701,0,1013,0,350,100,207
GHCND:USW00024018,19850801,0,1687,0,333,61,193
GHCND:USW00024018,19850901,152,451,188,267,-133,116
GHCND:USW00024018,19851001,51,240,153,211,-67,73
GHCND:USW00024018,19851101,152,214,316,183,-239,-32
GHCND:USW00024018,19851201,229,205,330,106,-261,-33
GHCND:USW00024018,19860101,25,33,33,167,-133,28
GHCND:USW00024018,19860201,76,127,125,194,-244,-11
GHCND:USW00024018,19860301,76,139,143,233,-78,57
GHCND:USW00024018,19860401,178,574,287,233,-67,66
GHCND:USW00024018,19860501,0,262,97,267,-11,103
GHCND:USW00024018,19860601,0,617,0,311,50,180
GHCND:USW00024018,19860701,0,266,0,333,72,203
GHCND:USW00024018,19860801,0,396,0,339,83,194
GHCND:USW00024018,19860901,0,628,0,256,6,129
GHCND:USW00024018,19861001,51,454,233,206,-128,70
GHCND:USW00024018,19861101,76,169,177,178,-200,13
GHCND:USW00024018,19861201,76,46,56,117,-189,-18
GHCND:USW00024018,19870101,25,23,28,183,-200,-16
GHCND:USW00024018,19870201,178,230,253,178,-144,-2
GHCND:USW00024018,19870301,152,319,350,183,-161,2
GHCND:USW00024018,19870401,51,174,112,256,-78,82
GHCND:USW00024018,19870501,0,1126,0,261,11,125
GHCND:USW00024018,19870601,0,458,0,317,44,174
GHCND:USW00024018,19870701,0,521,0,333,61,207
GHCND:USW00024018,19870801,0,314,0,328,72,183
GHCND:USW00024018,19870901,0,237,0,294,0,144
GHCND:USW00024018,19871001,25,85,34,272,-67,83
GHCND:USW00024018,19871101,76,193,115,194,-122,26
GHCND:USW00024018,19871201,305,216,410,139,-250,-35
GHCND:USW00024018,19880101,203,133,230,128,-217,-59
GHCND:USW00024018,19880201,152,166,191,161,-206,-20
GHCND:USW00024018,19880301,178,341,406,206,-167,1
GHCND:USW00024018,19880401,76,469,191,239,-117,69
GHCND:USW00024018,19880501,25,786,56,289,-28,118
GHCND:USW00024018,19880601,0,517,0,350,61,197
GHCND:USW00024018,19880701,0,456,0,344,72,209
GHCND:USW00024018,19880801,0,458,0,339,67,204
GHCND:USW00024018,19880901,0,422,5,311,6,142
GHCND:USW00024018,19881001,0,24,0,239,-61,101
GHCND:USW00024018,19881101,51,109,116,206,-139,18
GHCND:USW00024018,19881201,76,135,183,172,-222,-18
GHCND:USW00024018,19890101,76,69,111,144,-161,-10
GHCND:USW00024018,19890201,305,323,449,133,-311,-82
GHCND:USW00024018,19890301,51,124,127,222,-228,30
GHCND:USW00024018,19890401,76,123,110,267,-150,68
GHCND:USW00024018,19890501,0,350,0,306,-44,124
GHCND:USW00024018,19890601,0,637,0,344,17,157
GHCND:USW00024018,19890701,0,433,0,361,106,215
GHCND:USW00024018,19890801,0,456,0,317,83,194
GHCND:USW00024018,19890901,25,412,67,306,-11,142
GHCND:USW00024018,19891001,25,105,86,267,-100,80
GHCND:USW00024018,19891101,25,37,49,211,-139,37
GHCND:USW00024018,19891201,102,176,247,156,-333,-43
GHCND:USW00024018,19900101,127,90,143,156,-150,-3
GHCND:USW00024018,19900201,203,175,295,144,-206,-19
GHCND:USW00024018,19900301,483,930,996,150,-144,-1
GHCND:USW00024018,19900401,51,425,142,233,-144,60
GHCND:USW00024018,19900501,25,858,34,267,-56,96
GHCND:USW00024018,19900601,0,263,0,356,33,178
GHCND:USW00024018,19900701,0,925,0,356,67,183
GHCND:USW00024018,19900801,0,505,0,344,83,191
GHCND:USW00024018,19900901,0,206,0,317,17,167
GHCND:USW00024018,19901001,254,343,313,256,-78,82
GHCND:USW00024018,19901101,76,184,224,217,-150,37
GHCND:USW00024018,19901201,102,101,168,189,-333,-63
GHCND:USW00024018,19910101,76,91,195,106,-261,-39
GHCND:USW00024018,19910201,0,31,41,167,-144,23
GHCND:USW00024018,19910301,25,111,95,178,-94,24
GHCND:USW00024018,19910401,152,292,268,222,-117,50
GHCND:USW00024018,19910501,0,976,0,272,-56,113
GHCND:USW00024018,19910601,0,1158,0,328,61,169
GHCND:USW00024018,19910701,0,862,0,333,78,198
GHCND:USW00024018,19910801,0,380,0,328,100,198
GHCND:USW00024018,19910901,0,476,0,294,-11,144
GHCND:USW00024018,19911001,127,113,192,278,-183,78
GHCND:USW00024018,19911101,102,222,230,183,-217,-2
GHCND:USW00024018,19911201,25,34,52,172,-178,-2
GHCND:USW00024018,19920101,330,300,463,167,-206,-9
GHCND:USW00024018,19920201,0,28,20,172,-89,26
GHCND:USW00024018,19920301,254,446,288,178,-139,37
GHCND:USW00024018,19920401,0,89,18,283,-100,92
GHCND:USW00024018,19920501,0,475,112,283,0,127
GHCND:USW00024018,19920601,0,537,13,294,33,160
GHCND:USW00024018,19920701,0,477,0,328,72,181
GHCND:USW00024018,19920801,0,484,0,333,39,177
GHCND:USW00024018,19920901,0,3,0,294,-6,155
GHCND:USW00024018,19921001,25,118,54,283,-61,95
GHCND:USW00024018,19921101,279,430,647,161,-139,-6
GHCND:USW00024018,19921201,254,125,278,122,-206,-36
GHCND:USW00024018,19930101,152,90,181,122,-189,-33
GHCND:USW00024018,19930201,152,207,372,150,-250,-40
GHCND:USW00024018,19930301,51,161,167,211,-156,29
GHCND:USW00024018,19930401,102,633,289,189,-56,56
GHCND:USW00024018,19930501,0,490,0,261,-28,119
GHCND:USW00024018,19930601,0,846,13,311,11,148
GHCND:USW00024018,19930701,0,163,0,339,50,189
GHCND:USW00024018,19930801,0,564,13,317,39,182
GHCND:USW00024018,19930901,76,803,140,289,-44,124
GHCND:USW00024018,19931001,51,471,80,267,-178,67
GHCND:USW00024018,19931101,229,314,456,139,-267,-16
GHCND:USW00024018,19931201,51,77,146,156,-156,-8
GHCND:USW00024018,19940101,152,168,291,144,-183,-15
GHCND:USW00024018,19940201,178,223,409,117,-211,-27
GHCND:USW00024018,19940301,25,141,108,194,-133,37
GHCND:USW00024018,19940401,76,370,232,250,-78,63
GHCND:USW00024018,19940501,0,521,0,306,11,138
GHCND:USW00024018,19940601,0,367,0,356,22,191
GHCND:USW00024018,19940701,0,542,25,339,56,200
GHCND:USW00024018,19940801,0,379,0,339,94,207
GHCND:USW00024018,19940901,0,98,23,311,-22,165
GHCND:USW00024018,19941001,0,394,58,239,-39,83
GHCND:USW00024018,19941101,25,87,77,194,-128,15
GHCND:USW00024018,19941201,152,145,255,167,-244,7
GHCND:USW00024018,19950101,127,32,70,156,-228,-7
GHCND:USW00024018,19950201,254,260,593,194,-211,3
GHCND:USW00024018,19950301,152,48,111,222,-156,27
GHCND:USW00024018,19950401,76,380,337,206,-89,42
