STATION,DATE,MXSD,TPCP,TSNW,EMXT,EMNT,MNTM
GHCND:USW00024018,19950501,0,1522,67,239,-22,76
GHCND:USW00024018,19950601,0,1164,0,306,17,150
GHCND:USW00024018,19950701,0,275,0,350,72,199
GHCND:USW00024018,19950801,0,227,0,350,83,220
GHCND:USW00024018,19950901,76,860,77,350,-44,139
GHCND:USW00024018,19951001,152,198,162,250,-67,76
GHCND:USW00024018,19951101,76,94,163,183,-206,35
GHCND:USW00024018,19951201,25,47,92,161,-194,-11
GHCND:USW00024018,19960101,127,128,304,144,-256,-50
GHCND:USW00024018,19960201,127,18,53,156,-294,-10
GHCND:USW00024018,19960301,229,381,556,189,-217,-2
GHCND:USW00024018,19960401,51,384,221,244,-67,59
GHCND:USW00024018,19960501,0,569,3,300,-17,109
GHCND:USW00024018,19960601,0,455,0,300,33,175
GHCND:USW00024018,19960701,0,788,0,344,83,201
GHCND:USW00024018,19960801,0,456,0,339,56,191
GHCND:USW00024018,19960901,25,594,30,306,-50,137
GHCND:USW00024018,19961001,0,128,51,272,-78,76
GHCND:USW00024018,19961101,102,115,178,178,-161,15
GHCND:USW00024018,19961201,0,3,11,167,-200,-11
GHCND:USW00024018,19970101,178,101,269,178,-256,-41
GHCND:USW00024018,19970201,51,78,199,150,-161,-29
GHCND:USW00024018,19970301,127,112,213,222,-144,35
GHCND:USW00024018,19970401,178,428,593,222,-178,21
GHCND:USW00024018,19970501,25,627,71,267,-28,110
GHCND:USW00024018,19970601,0,885,0,300,67,170
GHCND:USW00024018,19970701,0,713,0,344,44,202
GHCND:USW00024018,19970801,0,1101,0,300,78,183
GHCND:USW00024018,19970901,0,523,0,272,17,151
GHCND:USW00024018,19971001,229,278,224,261,-111,78
GHCND:USW00024018,19971101,51,52,64,189,-172,-4
GHCND:USW00024018,19971201,102,151,277,133,-161,-21
GHCND:USW00024018,19980101,51,18,33,144,-189,-8
GHCND:USW00024018,19980201,51,75,87,122,-106,-8
GHCND:USW00024018,19980301,51,175,214,217,-178,4
GHCND:USW00024018,19980401,76,277,257,228,-61,51
GHCND:USW00024018,19980501,0,598,28,261,-11,119
GHCND:USW00024018,19980601,0,415,18,306,0,138
GHCND:USW00024018,19980701,0,308,0,361,111,213
GHCND:USW00024018,19980801,0,244,0,322,89,204
GHCND:USW00024018,19980901,0,125,0,333,50,177
GHCND:USW00024018,19981001,0,323,8,233,-39,77
GHCND:USW00024018,19981101,25,80,103,194,-89,42
GHCND:USW00024018,19981201,254,116,343,189,-256,-30
GHCND:USW00024018,19990101,51,89,163,111,-156,-7
GHCND:USW00024018,19990201,25,34,61,172,-128,14
GHCND:USW00024018,19990301,51,117,124,222,-111,31
GHCND:USW00024018,19990401,102,1277,433,206,-94,36
GHCND:USW00024018,19990501,0,520,23,250,-33,103
GHCND:USW00024018,19990601,0,543,0,300,28,157
GHCND:USW00024018,19990701,0,607,0,344,72,211
GHCND:USW00024018,19990801,0,200,0,322,83,198
GHCND:USW00024018,19990901,0,538,94,283,-33,122
GHCND:USW00024018,19991001,51,69,83,267,-122,86
GHCND:USW00024018,19991101,76,64,109,239,-172,66
GHCND:USW00024018,19991201,51,49,75,156,-133,0
GHCND:USW00024018,20000101,25,90,74,144,-144,-12
GHCND:USW00024018,20000201,152,150,271,156,-144,15
GHCND:USW00024018,20000301,102,375,412,194,-72,28
GHCND:USW00024018,20000401,0,148,44,233,-83,74
GHCND:USW00024018,20000501,0,351,5,328,-50,131
GHCND:USW00024018,20000601,0,117,0,339,33,169
GHCND:USW00024018,20000701,0,672,0,339,106,223
GHCND:USW00024018,20000801,0,478,0,333,83,214
GHCND:USW00024018,20000901,203,672,300,328,-44,145
GHCND:USW00024018,20001001,0,176,18,256,-39,79
GHCND:USW00024018,20001101,25,76,110,122,-194,-34
GHCND:USW00024018,20001201,102,192,343,106,-194,-37
GHCND:USW00024018,20010101,102,105,220,133,-206,-25
GHCND:USW00024018,20010201,25,84,175,106,-228,-29
GHCND:USW00024018,20010301,25,143,179,178,-94,17
GHCND:USW00024018,20010401,203,633,589,244,-67,68
GHCND:USW00024018,20010501,178,571,332,272,-22,114
GHCND:USW00024018,20010601,0,369,0,333,17,179
GHCND:USW00024018,20010701,0,842,0,356,117,223
GHCND:USW00024018,20010801,0,189,0,339,83,208
GHCND:USW00024018,20010901,0,300,0,322,6,164
GHCND:USW00024018,20011001,25,103,66,261,-56,84
GHCND:USW00024018,20011101,51,60,111,211,-178,38
GHCND:USW00024018,20011201,0,34,54,150,-150,-16
GHCND:USW00024018,20020101,25,44,70,150,-239,-25
GHCND:USW00024018,20020201,25,163,261,194,-194,-16
GHCND:USW00024018,20020301,152,216,291,183,-239,-14
GHCND:USW00024018,20020401,0,173,43,239,-106,69
GHCND:USW00024018,20020501,51,192,64,311,-67,107
GHCND:USW00024018,20020601,0,174,0,356,39,198
GHCND:USW00024018,20020701,0,123,0,367,106,231
GHCND:USW00024018,20020801,0,563,0,350,56,192
GHCND:USW00024018,20020901,0,441,0,311,22,150
GHCND:USW00024018,20021001,127,281,332,228,-133,40
GHCND:USW00024018,20021101,229,119,211,172,-161,13
GHCND:USW00024018,20021201,0,28,41,133,-117,2
GHCND:USW00024018,20030101,25,23,59,178,-144,16
GHCND:USW00024018,20030201,76,120,220,183,-250,-40
GHCND:USW00024018,20030301,305,568,640,211,-144,31
GHCND:USW00024018,20030401,102,687,158,239,-61,76
GHCND:USW00024018,20030501,0,358,61,328,-11,119
GHCND:USW00024018,20030601,0,685,0,306,6,146
GHCND:USW00024018,20030701,0,112,0,367,111,239
GHCND:USW00024018,20030801,0,210,0,350,89,215
GHCND:USW00024018,20030901,0,315,36,300,-11,135
GHCND:USW00024018,20031001,25,58,50,272,-94,107
GHCND:USW00024018,20031101,229,118,251,172,-172,8
GHCND:USW00024018,20031201,127,192,247,139,-150,-11
GHCND:USW00024018,20040101,25,18,49,128,-244,-9
GHCND:USW00024018,20040201,76,114,173,167,-211,-18
GHCND:USW00024018,20040301,0,39,9,233,-83,56
GHCND:USW00024018,20040401,25,315,200,233,-94,68
GHCND:USW00024018,20040501,25,264,89,294,-22,131
GHCND:USW00024018,20040601,0,856,0,344,22,158
GHCND:USW00024018,20040701,0,440,0,344,67,196
GHCND:USW00024018,20040801,0,234,0,333,44,184
GHCND:USW00024018,20040901,0,778,0,311,22,148
GHCND:USW00024018,20041001,0,163,36,222,-33,89
GHCND:USW00024018,20041101,203,395,620,194,-194,16
GHCND:USW00024018,20041201,51,33,77,161,-222,-1
GHCND:USW00024018,20050101,76,105,174,189,-206,-1
GHCND:USW00024018,20050201,51,86,112,133,-133,4
GHCND:USW00024018,20050301,51,226,212,194,-122,23
GHCND:USW00024018,20050401,102,419,341,233,-78,62
GHCND:USW00024018,20050501,0,328,8,300,-39,112
GHCND:USW00024018,20050601,0,1102,0,311,39,165
GHCND:USW00024018,20050701,0,660,0,367,83,221
GHCND:USW00024018,20050801,0,411,0,339,61,191
GHCND:USW00024018,20050901,0,72,0,317,17,167
GHCND:USW00024018,20051001,25,476,191,278,-39,90
GHCND:USW00024018,20051101,0,77,31,222,-111,40
GHCND:USW00024018,20051201,76,72,180,156,-289,-24
GHCND:USW00024018,20060101,0,14,26,161,-117,14
GHCND:USW00024018,20060201,203,132,334,189,-283,-29
GHCND:USW00024018,20060301,254,431,550,178,-167,4
GHCND:USW00024018,20060401,0,209,58,261,-56,83
GHCND:USW00024018,20060501,25,411,51,289,-33,125
GHCND:USW00024018,20060601,0,64,0,344,61,200
GHCND:USW00024018,20060701,0,758,0,361,111,221
GHCND:USW00024018,20060801,0,250,0,339,67,200
GHCND:USW00024018,20060901,0,260,0,283,-28,123
GHCND:USW00024018,20061001,76,148,134,267,-100,72
GHCND:USW00024018,20061101,25,18,33,217,-189,26
GHCND:USW00024018,20061201,279,393,620,161,-183,-15
GHCND:USW00024018,20070101,102,82,238,117,-222,-57
GHCND:USW00024018,20070201,76,87,140,144,-239,-13
GHCND:USW00024018,20070301,25,356,71,211,-111,54
GHCND:USW00024018,20070401,0,381,18,267,-94,57
GHCND:USW00024018,20070501,0,356,0,272,-11,118
GHCND:USW00024018,20070601,0,92,5,361,-6,179
GHCND:USW00024018,20070701,0,1010,0,350,111,223
GHCND:USW00024018,20070801,0,412,0,350,78,215
GHCND:USW00024018,20070901,0,314,0,300,11,151
GHCND:USW00024018,20071001,0,325,31,267,-50,94
GHCND:USW00024018,20071101,102,82,137,206,-183,31
GHCND:USW00024018,20071201,178,258,453,139,-178,-50
GHCND:USW00024018,20080101,51,6,13,122,-222,-48
GHCND:USW00024018,20080201,25,44,70,144,-144,-11
GHCND:USW00024018,20080301,25,188,212,194,-111,12
GHCND:USW00024018,20080401,76,137,170,244,-111,48
GHCND:USW00024018,20080501,0,637,5,272,-72,102
GHCND:USW00024018,20080601,0,487,0,322,33,162
GHCND:USW00024018,20080701,0,110,0,350,72,223
GHCND:USW00024018,20080801,0,1664,0,367,83,190
GHCND:USW00024018,20080901,0,285,0,272,11,135
GHCND:USW00024018,20081001,0,146,3,239,-67,82
GHCND:USW00024018,20081101,51,101,125,222,-106,40
GHCND:USW00024018,20081201,127,79,221,150,-250,-42
GHCND:USW00024018,20090101,178,180,325,161,-283,-10
GHCND:USW00024018,20090201,76,84,149,156,-144,6
GHCND:USW00024018,20090301,102,184,236,206,-183,26
GHCND:USW00024018,20090401,178,915,705,244,-111,48
GHCND:USW00024018,20090501,0,528,3,283,0,118
GHCND:USW00024018,20090601,0,1082,0,294,28,153
GHCND:USW00024018,20090701,0,466,0,328,72,189
GHCND:USW00024018,20090801,0,95,0,344,44,186
GHCND:USW00024018,20090901,0,291,0,311,-11,148
GHCND:USW00024018,20091001,279,640,717,228,-122,28
GHCND:USW00024018,20091101,127,125,170,211,-106,33
GHCND:USW00024018,20091201,127,177,417,89,-283,-63
GHCND:USW00024018,20100101,25,18,56,144,-217,-13
GHCND:USW00024018,20100201,203,177,304,83,-217,-43
GHCND:USW00024018,20100301,152,310,432,222,-161,22
GHCND:USW00024018,20100401,102,966,311,217,-61,54
GHCND:USW00024018,20100501,178,779,259,283,-44,91
GHCND:USW00024018,20100601,0,614,0,328,44,168
GHCND:USW00024018,20100701,0,538,0,328,78,203
GHCND:USW00024018,20100801,0,86,0,339,78,206
GHCND:USW00024018,20100901,0,3,0,317,22,164
GHCND:USW00024018,20101001,0,209,8,261,-61,100
GHCND:USW00024018,20101101,76,188,252,228,-144,9
GHCND:USW00024018,20101201,127,90,187,139,-211,-8
GHCND:USW00024018,20110101,102,43,66,139,-250,-24
GHCND:USW00024018,20110201,102,209,335,156,-311,-45
GHCND:USW00024018,20110301,51,197,202,200,-122,33
GHCND:USW00024018,20110401,25,440,157,233,-78,56
GHCND:USW00024018,20110501,0,794,94,261,-50,84
GHCND:USW00024018,20110601,0,514,0,322,33,165
GHCND:USW00024018,20110701,0,1432,0,344,111,218
GHCND:USW00024018,20110801,0,397,0,344,94,216
GHCND:USW00024018,20110901,0,115,0,317,11,148
GHCND:USW00024018,20111001,178,436,388,289,-139,83
GHCND:USW00024018,20111101,152,208,293,167,-128,16
GHCND:USW00024018,20111201,102,125,209,122,-211,-33
GHCND:USW00024018,20120101,25,34,61,167,-172,3
GHCND:USW00024018,20120201,102,230,350,117,-150,-37
GHCND:USW00024018,20120301,0,0,0,233,-111,70
GHCND:USW00024018,20120401,0,101,11,267,-44,91
GHCND:USW00024018,20120501,0,78,5,306,-17,127
GHCND:USW00024018,20120601,0,684,0,356,67,199
GHCND:USW00024018,20120701,0,657,0,344,117,224
GHCND:USW00024018,20120801,0,36,0,339,50,207
GHCND:USW00024018,20120901,0,330,0,317,33,160
GHCND:USW00024018,20121001,102,289,260,261,-128,69
GHCND:USW00024018,20121101,0,6,11,211,-144,45
GHCND:USW00024018,20121201,178,145,377,161,-200,-26
GHCND:USW00024018,20130101,76,62,87,144,-261,-24
GHCND:USW00024018,20130201,76,163,243,117,-183,-33
GHCND:USW00024018,20130301,76,162,175,194,-156,15
GHCND:USW00024018,20130401,300,755,954,228,-149,21
GHCND:USW00024018,20130501,200,258,109,289,-127,114
GHCND:USW00024018,20130601,0,38,0,344,33,192
GHCND:USW00024018,20130701,0,406,0,344,100,210
GHCND:USW00024018,20130801,0,305,0,344,89,211
GHCND:USW00024018,20130901,0,1767,0,333,6,164
GHCND:USW00024018,20131001,130,543,317,222,-55,61
GHCND:USW00024018,20131101,80,41,79,178,-143,26
GHCND:USW00024018,20131201,180,129,258,156,-282,-32
GHCND:USW00024018,20140101,100,255,381,128,-232,-19
GHCND:USW00024018,20140201,180,293,493,133,-305,-52
GHCND:USW00024018,20140301,80,230,278,178,-182,26
